Commission Rate,Date,User,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,WEX Connect Rate,Exch. Fee Rate,Clearing Fee,Total Charge
0.05,10/22/2021,DSmanik,ISE-OPT,SLO,2,RCL,RCL,6/17/2022,$70.00 ,P,$5.15 ,MS,Per Unit,0,0,0,$0.10 
0.05,10/22/2021,DSmanik,CBOE-OPT,SLO,2,RCL,RCL,6/17/2022,$70.00 ,P,$5.15 ,MS,Per Unit,0,0,0,$0.10 
0.05,10/22/2021,DSmanik,CBOE-OPT,SLO,2,RCL,RCL,6/17/2022,$70.00 ,P,$5.15 ,MS,Per Unit,0,0,0,$0.10 
0.05,10/22/2021,DSmanik,ISE-OPT,SLO,4,RCL,RCL,6/17/2022,$70.00 ,P,$5.15 ,MS,Per Unit,0,0,0,$0.20 
0.05,10/22/2021,DSmanik,CBOE-OPT,SLO,1,RCL,RCL,6/17/2022,$70.00 ,P,$5.15 ,MS,Per Unit,0,0,0,$0.05 
0.05,10/22/2021,DSmanik,CBOE-OPT,SLO,1,RCL,RCL,6/17/2022,$70.00 ,P,$5.15 ,MS,Per Unit,0,0,0,$0.05 
0.05,10/22/2021,DSmanik,CBOE-OPT,SLO,2,RCL,RCL,6/17/2022,$70.00 ,P,$5.15 ,MS,Per Unit,0,0,0,$0.10 
0.05,10/22/2021,DSmanik,ISE-OPT,SLO,2,RCL,RCL,6/17/2022,$70.00 ,P,$5.15 ,MS,Per Unit,0,0,0,$0.10 
0.05,10/22/2021,DSmanik,CBOE-OPT,SLO,2,RCL,RCL,6/17/2022,$70.00 ,P,$5.15 ,MS,Per Unit,0,0,0,$0.10 
0.05,10/22/2021,DSmanik,ISE-OPT,SLO,3,RCL,RCL,6/17/2022,$70.00 ,P,$5.15 ,MS,Per Unit,0,0,0,$0.15 
0.05,10/22/2021,DSmanik,ISE-OPT,SLO,3,RCL,RCL,6/17/2022,$70.00 ,P,$5.15 ,MS,Per Unit,0,0,0,$0.15 
0.05,10/22/2021,DSmanik,ISE-OPT,SLO,2,RCL,RCL,6/17/2022,$70.00 ,P,$5.15 ,MS,Per Unit,0,0,0,$0.10 
0.05,10/22/2021,DSmanik,CBOE-OPT,SLO,2,RCL,RCL,6/17/2022,$70.00 ,P,$5.15 ,MS,Per Unit,0,0,0,$0.10 
0.05,10/22/2021,DSmanik,CBOE-OPT,SLO,3,RCL,RCL,6/17/2022,$70.00 ,P,$5.15 ,MS,Per Unit,0,0,0,$0.15 
0.05,10/22/2021,DSmanik,CBOE-OPT,SLO,1,RCL,RCL,6/17/2022,$70.00 ,P,$5.15 ,MS,Per Unit,0,0,0,$0.05 
0.05,10/22/2021,DSmanik,CBOE-OPT,SLO,2,RCL,RCL,6/17/2022,$70.00 ,P,$5.15 ,MS,Per Unit,0,0,0,$0.10 
0.05,10/22/2021,DSmanik,CBOE-OPT,SLO,2,RCL,RCL,6/17/2022,$70.00 ,P,$5.15 ,MS,Per Unit,0,0,0,$0.10 
0.05,10/22/2021,DSmanik,CBOE-OPT,SLO,4,RCL,RCL,6/17/2022,$70.00 ,P,$5.16 ,MS,Per Unit,0,0,0,$0.20 
0.05,10/22/2021,DSmanik,ISE-OPT,SLO,4,RCL,RCL,6/17/2022,$70.00 ,P,$5.15 ,MS,Per Unit,0,0,0,$0.20 
0.05,10/22/2021,DSmanik,CBOE-OPT,SLO,4,RCL,RCL,6/17/2022,$70.00 ,P,$5.16 ,MS,Per Unit,0,0,0,$0.20 
0.05,10/22/2021,DSmanik,CBOE-OPT,SLO,2,RCL,RCL,6/17/2022,$70.00 ,P,$5.15 ,MS,Per Unit,0,0,0,$0.10 
0.05,10/22/2021,DSmanik,CBOE-OPT,SLO,1,RCL,RCL,6/17/2022,$70.00 ,P,$5.15 ,MS,Per Unit,0,0,0,$0.05 
0,10/22/2021,DFilippidis,PHLX-WEX-CONNECT,SLO,"2,000",GDX,GDX,12/17/2021,$36.00 ,C,$0.48 ,UBS-CUST,Per Unit,0.02,0,0,$40.00 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,SLO,4,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-OMNI,Per Unit,0,0,0,$0.20 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,SLO,4,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-OMNI,Per Unit,0,0.0025,0,$0.21 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,SLO,4,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-OMNI,Per Unit,0,0,0,$0.20 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,SLO,50,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-OMNI,Per Unit,0,0.85,0,$45.00 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,SLO,1,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-OMNI,Per Unit,0,0.85,0,$0.90 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,SLO,50,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-OMNI,Per Unit,0,0.85,0,$45.00 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,SLO,4,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-OMNI,Per Unit,0,0.0025,0,$0.21 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,SLO,4,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-OMNI,Per Unit,0,0,0,$0.20 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,SLO,4,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-OMNI,Per Unit,0,0,0,$0.20 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,SLO,22,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-OMNI,Per Unit,0,-0.85,0,($17.60)
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,SLO,24,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-OMNI,Per Unit,0,-0.86,0,($19.44)
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,SLO,21,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-OMNI,Per Unit,0,-0.85,0,($16.80)
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,SLO,19,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-OMNI,Per Unit,0,-0.8,0,($14.25)
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,SLO,14,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-OMNI,Per Unit,0,-0.8,0,($10.50)
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,SLO,25,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-OMNI,Per Unit,0,-0.85,0,($20.00)
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,1,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,MILTON,Per Unit,0,0.0025,0,$0.05 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,24,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,MILTON,Per Unit,0,0.86,0,$21.84 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,24,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,MILTON,Per Unit,0,0,0,$1.20 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,17,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,MILTON,Per Unit,0,0.0025,0,$0.89 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,17,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,MILTON,Per Unit,0,0,0,$0.85 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,8,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,MILTON,Per Unit,0,0.0025,0,$0.42 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,8,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,MILTON,Per Unit,0,0.0025,0,$0.42 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,10,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,MILTON,Per Unit,0,0.85,0,$9.00 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,10,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,MILTON,Per Unit,0,0.85,0,$9.00 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,5,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,MILTON,Per Unit,0,0.85,0,$4.50 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,5,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,MILTON,Per Unit,0,0.85,0,$4.50 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,4,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,MILTON,Per Unit,0,0.85,0,$3.60 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,1,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,MILTON,Per Unit,0,0.85,0,$0.90 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,4,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,MILTON,Per Unit,0,0.85,0,$3.60 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,20,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,MILTON,Per Unit,0,0.85,0,$18.00 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,4,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,MILTON,Per Unit,0,0.85,0,$3.60 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,1,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,MILTON,Per Unit,0,0.85,0,$0.90 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,20,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,MILTON,Per Unit,0,0.85,0,$18.00 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,24,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,MILTON,Per Unit,0,0.85,0,$21.60 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,1,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,MILTON,Per Unit,0,0.85,0,$0.90 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,2,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,MILTON,Per Unit,0,0.85,0,$1.80 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,19,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,MILTON,Per Unit,0,0.85,0,$17.10 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,4,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,MILTON,Per Unit,0,0.85,0,$3.60 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,17,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,MILTON,Per Unit,0,0.85,0,$15.30 
0.05,10/22/2021,DSmanik,CBOE-OPT,SLO,1,RCL,RCL,6/17/2022,$70.00 ,P,$5.20 ,MS,Per Unit,0,0,0,$0.05 
0.05,10/22/2021,DSmanik,CBOE-OPT,SLO,3,RCL,RCL,6/17/2022,$70.00 ,P,$5.20 ,MS,Per Unit,0,0,0,$0.15 
0.05,10/22/2021,DSmanik,CBOE-OPT,SLO,2,RCL,RCL,6/17/2022,$70.00 ,P,$5.20 ,MS,Per Unit,0,0,0,$0.10 
0.05,10/22/2021,DSmanik,CBOE-OPT,SLO,1,RCL,RCL,6/17/2022,$70.00 ,P,$5.20 ,MS,Per Unit,0,0,0,$0.05 
0.05,10/22/2021,DSmanik,CBOE-OPT,SLO,6,RCL,RCL,6/17/2022,$70.00 ,P,$5.20 ,MS,Per Unit,0,0,0,$0.30 
0.05,10/22/2021,DSmanik,CBOE-OPT,SLO,5,RCL,RCL,6/17/2022,$70.00 ,P,$5.20 ,MS,Per Unit,0,0,0,$0.25 
0.05,10/22/2021,DSmanik,ISE-OPT,SLO,1,RCL,RCL,6/17/2022,$70.00 ,P,$5.20 ,MS,Per Unit,0,0,0,$0.05 
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,27,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,-0.85,0,($21.60)
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,28,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,-0.85,0,($22.40)
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,32,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,-0.85,0,($25.60)
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,17,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,-0.8,0,($12.75)
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,21,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,-0.85,0,($16.80)
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,25,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,-0.8,0,($18.75)
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,31,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,-0.86,0,($25.11)
0.05,10/22/2021,DSmanik,WEX-BESTX-OPT,BYO,19,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,-0.86,0,($15.39)
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,9,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,0.0025,0,$0.47 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,5,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,0.0025,0,$0.26 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,4,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,0.85,0,$3.60 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,0.85,0,$0.90 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,0.85,0,$0.90 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,0.85,0,$0.90 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,12,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,0.85,0,$10.80 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,3,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,0.85,0,$2.70 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,3,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,0.85,0,$2.70 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,4,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,0.85,0,$3.60 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,10,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,0.85,0,$9.00 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,10,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,0.85,0,$9.00 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,15,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,0.85,0,$13.50 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,6,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,0.85,0,$5.40 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,9,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,0.85,0,$8.10 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,0.85,0,$0.90 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,14,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,0.85,0,$12.60 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,15,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,0.85,0,$13.50 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,3,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,0.85,0,$2.70 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,2,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,0.85,0,$1.80 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,5,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,0.85,0,$4.50 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,22,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,0.85,0,$19.80 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,9,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.40 ,GABELLI,Per Unit,0,0.85,0,$8.10 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,0,0,$0.05 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,0.0025,0,$0.05 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,0,0,$0.05 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,0,0,$0.05 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,7,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,0.85,0,$6.30 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,0.85,0,$0.90 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,0.85,0,$0.90 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,4,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,-0.85,0,($3.20)
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,5,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,-0.86,0,($4.05)
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,0.0025,0,$0.05 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,16,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,0.85,0,$14.40 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,0,0,$0.05 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,0,0,$0.05 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,-0.85,0,($0.80)
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,-0.85,0,($0.80)
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,-0.86,0,($0.81)
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,0.85,0,$0.90 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,9,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,0.85,0,$8.10 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,15,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,0.85,0,$13.50 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,4,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,0,0,$0.20 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,4,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,0,0,$0.20 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,8,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,0.85,0,$7.20 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,11,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,0.85,0,$9.90 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,1,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,0.85,0,$0.90 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,18,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,0.85,0,$16.20 
0.05,10/22/2021,DSmanik,WEX-SWEEP-SPRD,SLO,34,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,0.0025,0,$1.79 
0.05,10/22/2021,DSmanik,WEX-SWEEP-SPRD,SLO,22,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,0.0025,0,$1.16 
0.05,10/22/2021,DSmanik,WEX-SWEEP-SPRD,SLO,15,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.35 ,GABELLI,Per Unit,0,0.0025,0,$0.79 
0.05,10/22/2021,DSmanik,WEX-SWEEP-SPRD,SLO,10,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.34 ,GABELLI,Per Unit,0,0.0025,0,$0.53 
0.05,10/22/2021,DSmanik,WEX-SWEEP-SPRD,SLO,7,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.33 ,GABELLI,Per Unit,0,0.0025,0,$0.37 
0.05,10/22/2021,DSmanik,WEX-SWEEP-SPRD,SLO,10,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.30 ,GABELLI,Per Unit,0,-0.4,0,($3.50)
0.05,10/22/2021,DSmanik,WEX-SWEEP-SPRD,SLO,2,GGPI,GGPI,1/21/2022,$10.00 ,C,$0.34 ,GABELLI,Per Unit,0,0,0,$0.10 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,1,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-OMNI,Per Unit,0,0.85,0,$0.90 
0.05,10/22/2021,DSmanik,WEX-SWEEP,SLO,99,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-OMNI,Per Unit,0,0.85,0,$89.10 
0.05,10/22/2021,DFilippidis,WEX-BESTX-OPT,BYO,-405,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-OMNI_ALLOCATIONS,Per Unit,0,0,0,($20.25)
0.05,10/22/2021,DFilippidis,WEX-BESTX-OPT,BYO,405,SMFR,SMFR,12/17/2021,$10.00 ,C,$0.35 ,DIFESA-NFS-226_ALLOCATIONS,Per Unit,0,0,0,$20.25 
0.05,10/22/2021,DFilippidis,,SLO,-350,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-OMNI_ALLOCATIONS,Per Unit,0,0,0,($17.50)
0.05,10/22/2021,DFilippidis,,SLO,350,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-BNP-230_ALLOCATIONS,Per Unit,0,0,0,$17.50 
0.05,10/25/2021,DSmanik,WEX-SWEEP,SLO,4,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-OMNI,Per Unit,0,0.0025,0,$0.21 
0.05,10/25/2021,DSmanik,WEX-SWEEP,SLO,4,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-OMNI,Per Unit,0,0.0025,0,$0.21 
0.05,10/25/2021,DSmanik,WEX-SWEEP,SLO,8,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-OMNI,Per Unit,0,0.0025,0,$0.42 
0.05,10/25/2021,DSmanik,WEX-SWEEP,SLO,7,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-OMNI,Per Unit,0,0.0025,0,$0.37 
0.05,10/25/2021,DSmanik,WEX-SWEEP,SLO,3,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-OMNI,Per Unit,0,0,0,$0.15 
0.05,10/25/2021,DSmanik,WEX-SWEEP,SLO,6,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-OMNI,Per Unit,0,0.85,0,$5.40 
0.05,10/25/2021,DSmanik,WEX-SWEEP,SLO,8,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-OMNI,Per Unit,0,0.85,0,$7.20 
0.05,10/25/2021,DSmanik,WEX-SWEEP,SLO,3,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-OMNI,Per Unit,0,0,0,$0.15 
0.05,10/25/2021,DSmanik,WEX-SWEEP,SLO,4,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-OMNI,Per Unit,0,0.85,0,$3.60 
0.05,10/25/2021,DSmanik,WEX-SWEEP,SLO,8,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-OMNI,Per Unit,0,0.85,0,$7.20 
0.05,10/25/2021,DSmanik,WEX-SWEEP,SLO,8,RBAC,RBAC,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-OMNI,Per Unit,0,0.85,0,$7.20 
